fact_id,city_id,time_id,observed_at,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1362,2,273,2026-05-05 08:00:00+00:00,2,136.06,0.65,7.9,78.57,3.91,3.96,6.01,0.58
1363,3,273,2026-05-05 08:00:00+00:00,2,111.98,0.23,0.87,76.56,1.09,5.2,5.8,2.82
1364,4,273,2026-05-05 08:00:00+00:00,1,134.48,0.65,4.45,18.85,0.17,2.93,3.11,1.23
1365,5,273,2026-05-05 08:00:00+00:00,2,137.74,0.0,2.18,95.73,2.43,5.5,6.47,2.28
1366,1,274,2026-05-05 09:00:00+00:00,1,72.63,0.03,0.08,40.25,0.16,1.29,2.26,0.33
1367,2,274,2026-05-05 09:00:00+00:00,2,136.36,1.33,8.56,79.25,4.48,3.95,5.9,0.62
1368,3,274,2026-05-05 09:00:00+00:00,2,110.84,0.19,0.75,78.61,1.12,5.48,6.08,2.81
1369,4,274,2026-05-05 09:00:00+00:00,1,136.67,1.04,4.07,17.47,0.17,2.77,2.94,1.17
1370,5,274,2026-05-05 09:00:00+00:00,2,137.87,0.0,2.14,95.17,2.57,5.73,6.72,2.3
1371,1,275,2026-05-05 10:00:00+00:00,1,71.96,0.03,0.08,41.73,0.16,1.38,2.25,0.31
1372,2,275,2026-05-05 10:00:00+00:00,2,136.33,1.72,8.91,81.8,4.83,4.06,5.95,0.64
1373,3,275,2026-05-05 10:00:00+00:00,3,113.3,0.09,0.5,109.64,1.17,5.73,6.3,3.67
1374,4,275,2026-05-05 10:00:00+00:00,1,136.54,1.29,3.66,17.2,0.16,2.32,2.46,1.16
1375,5,275,2026-05-05 10:00:00+00:00,2,137.01,0.0,2.22,92.49,2.57,5.76,6.76,2.26
1376,1,276,2026-05-05 11:00:00+00:00,1,70.28,0.02,0.08,43.09,0.15,1.4,2.18,0.29
1377,2,276,2026-05-05 11:00:00+00:00,2,135.32,1.52,8.91,86.61,4.81,3.93,5.72,0.64
1378,3,276,2026-05-05 11:00:00+00:00,3,112.38,0.07,0.44,115.38,0.99,4.91,5.4,3.63
1379,4,276,2026-05-05 11:00:00+00:00,1,134.12,1.28,3.36,18.99,0.15,2.12,2.25,1.08
1380,5,276,2026-05-05 11:00:00+00:00,2,137.71,0.01,2.8,88.29,2.5,5.67,6.7,2.18
1381,1,277,2026-05-05 12:00:00+00:00,1,69.85,0.02,0.09,42.81,0.15,1.5,2.26,0.29
1382,2,277,2026-05-05 12:00:00+00:00,2,134.22,1.34,8.64,91.26,4.76,3.71,5.4,0.68
1383,3,277,2026-05-05 12:00:00+00:00,3,111.9,0.06,0.47,115.31,0.88,4.2,4.61,3.58
1384,4,277,2026-05-05 12:00:00+00:00,1,131.52,1.04,3.24,22.68,0.14,2.07,2.19,1.06
1385,5,277,2026-05-05 12:00:00+00:00,2,140.49,0.23,3.49,83.72,2.39,5.56,6.61,2.1
1386,1,278,2026-05-05 13:00:00+00:00,1,74.49,0.04,0.18,40.42,0.16,1.78,2.77,0.43
1387,2,278,2026-05-05 13:00:00+00:00,2,133.91,1.38,8.37,95.45,4.9,3.8,5.43,0.68
1388,3,278,2026-05-05 13:00:00+00:00,3,113.55,0.08,0.7,113.23,0.88,4.08,4.47,3.57
1389,4,278,2026-05-05 13:00:00+00:00,1,127.81,0.34,2.38,45.68,0.09,1.6,1.66,0.75
1390,5,278,2026-05-05 13:00:00+00:00,2,141.84,0.59,3.38,82.85,2.34,5.47,6.54,2.0
1391,1,279,2026-05-05 14:00:00+00:00,1,83.24,0.04,0.41,37.01,0.19,2.25,3.67,0.68
1392,2,279,2026-05-05 14:00:00+00:00,2,133.47,1.24,8.55,98.25,5.05,4.02,5.66,0.69
1393,3,279,2026-05-05 14:00:00+00:00,3,115.34,0.11,1.06,107.64,0.94,4.32,4.73,3.43
1394,4,279,2026-05-05 14:00:00+00:00,2,124.16,0.14,1.61,60.29,0.06,1.35,1.39,0.63
1395,5,279,2026-05-05 14:00:00+00:00,2,139.5,0.65,2.8,86.5,2.39,5.53,6.6,1.88
1396,1,280,2026-05-05 15:00:00+00:00,1,93.23,0.0,0.74,34.17,0.22,2.76,4.62,0.87
1397,2,280,2026-05-05 15:00:00+00:00,3,132.85,0.98,8.68,100.5,5.02,4.09,5.84,0.74
1398,3,280,2026-05-05 15:00:00+00:00,3,116.43,0.11,1.35,101.89,0.97,4.56,4.99,3.28
1399,4,280,2026-05-05 15:00:00+00:00,2,123.67,0.11,1.51,65.06,0.05,1.39,1.43,0.64
1400,5,280,2026-05-05 15:00:00+00:00,2,136.12,0.49,2.08,94.65,2.45,5.94,7.01,1.74
1401,1,281,2026-05-05 16:00:00+00:00,1,106.78,0.0,1.04,30.58,0.26,3.41,5.93,1.09
1402,2,281,2026-05-05 16:00:00+00:00,3,132.85,0.89,9.41,100.58,5.24,3.99,5.88,0.78
1403,3,281,2026-05-05 16:00:00+00:00,2,117.63,0.07,1.94,84.88,0.86,4.7,5.16,2.9
1404,4,281,2026-05-05 16:00:00+00:00,2,125.11,0.12,1.74,66.06,0.06,1.48,1.52,0.72
1405,5,281,2026-05-05 16:00:00+00:00,3,128.69,0.23,1.15,116.74,1.91,5.82,6.79,1.35
1406,1,282,2026-05-05 17:00:00+00:00,1,125.93,0.0,1.36,26.71,0.31,4.31,7.76,1.34
1407,2,282,2026-05-05 17:00:00+00:00,2,132.73,0.67,11.66,97.14,5.85,4.0,6.03,0.77
1408,3,282,2026-05-05 17:00:00+00:00,2,119.29,0.01,2.53,66.14,0.67,4.83,5.31,2.65
1409,4,282,2026-05-05 17:00:00+00:00,2,126.68,0.13,2.06,64.66,0.08,1.54,1.59,0.84
1410,5,282,2026-05-05 17:00:00+00:00,3,122.45,0.16,0.85,123.2,1.5,5.16,6.0,1.08
1411,1,283,2026-05-05 18:00:00+00:00,1,143.58,0.0,1.6,23.39,0.33,5.19,9.39,1.44
1412,2,283,2026-05-05 18:00:00+00:00,2,132.8,0.37,14.2,93.0,6.56,4.06,6.22,0.75
1413,3,283,2026-05-05 18:00:00+00:00,1,119.55,0.0,2.79,54.56,0.52,4.91,5.4,2.57
1414,4,283,2026-05-05 18:00:00+00:00,2,128.07,0.09,2.38,63.29,0.1,1.59,1.65,0.92
1415,5,283,2026-05-05 18:00:00+00:00,3,119.5,0.15,0.81,123.96,1.37,4.71,5.49,0.95
1416,1,284,2026-05-05 19:00:00+00:00,1,156.84,0.0,1.76,20.39,0.34,5.91,10.59,1.36
1417,2,284,2026-05-05 19:00:00+00:00,2,132.37,0.08,15.7,89.53,6.93,4.04,6.26,0.72
1418,3,284,2026-05-05 19:00:00+00:00,1,117.81,0.0,2.97,46.23,0.4,4.84,5.34,2.11
1419,4,284,2026-05-05 19:00:00+00:00,2,129.19,0.02,2.71,60.99,0.11,1.65,1.74,1.02
1420,5,284,2026-05-05 19:00:00+00:00,3,119.6,0.15,0.84,126.01,1.29,4.32,5.06,0.9
1421,1,285,2026-05-05 20:00:00+00:00,1,165.39,0.0,1.85,17.87,0.28,6.37,11.28,1.04
1422,2,285,2026-05-05 20:00:00+00:00,2,130.77,0.0,15.11,87.53,6.48,3.73,5.87,0.66
1423,3,285,2026-05-05 20:00:00+00:00,1,116.98,0.0,2.96,39.91,0.29,4.82,5.29,1.4
1424,4,285,2026-05-05 20:00:00+00:00,1,130.56,0.0,2.86,57.47,0.12,1.76,1.88,1.19
1425,5,285,2026-05-05 20:00:00+00:00,3,119.61,0.15,0.94,126.23,1.19,4.0,4.74,0.91
1426,1,286,2026-05-05 21:00:00+00:00,1,164.28,0.0,1.8,15.93,0.2,6.33,10.99,0.68
1427,2,286,2026-05-05 21:00:00+00:00,2,129.0,0.0,13.42,88.47,5.77,3.17,5.13,0.68
1428,3,286,2026-05-05 21:00:00+00:00,1,114.62,0.0,2.66,35.75,0.21,4.77,5.2,0.84
1429,4,286,2026-05-05 21:00:00+00:00,1,131.58,0.0,2.93,53.2,0.12,1.85,2.0,1.33
1430,5,286,2026-05-05 21:00:00+00:00,3,120.75,0.16,1.15,125.54,1.09,3.8,4.56,0.98
1431,1,287,2026-05-05 22:00:00+00:00,1,160.82,0.0,1.72,14.44,0.15,6.13,10.32,0.53
1432,2,287,2026-05-05 22:00:00+00:00,2,128.23,0.0,10.0,93.99,4.59,2.44,4.21,0.73
1433,3,287,2026-05-05 22:00:00+00:00,1,110.25,0.0,2.2,33.27,0.16,4.58,4.97,0.59
1434,4,287,2026-05-05 22:00:00+00:00,1,130.88,0.0,2.83,48.72,0.11,1.87,2.04,1.43
1435,5,287,2026-05-05 22:00:00+00:00,3,122.93,0.15,1.5,124.07,1.02,3.8,4.67,1.1
1436,1,288,2026-05-05 23:00:00+00:00,1,158.23,0.0,1.64,13.52,0.13,5.92,9.68,0.51
1437,2,288,2026-05-05 23:00:00+00:00,2,128.3,0.0,7.98,95.77,3.89,1.95,3.65,0.75
1438,3,288,2026-05-05 23:00:00+00:00,1,107.65,0.0,1.84,33.91,0.15,4.42,4.78,0.62
1439,4,288,2026-05-05 23:00:00+00:00,1,130.99,0.0,2.66,45.17,0.1,1.99,2.18,1.48
1440,5,288,2026-05-05 23:00:00+00:00,3,125.2,0.08,1.99,120.45,1.06,3.94,4.96,1.24
1441,1,289,2026-05-06 00:00:00+00:00,1,153.73,0.0,1.55,13.25,0.12,5.56,8.94,0.56
1442,2,289,2026-05-06 00:00:00+00:00,2,128.83,0.0,6.63,96.29,3.41,1.65,3.28,0.78
1443,3,289,2026-05-06 00:00:00+00:00,1,106.12,0.0,1.55,37.63,0.16,4.29,4.62,0.75
1444,4,289,2026-05-06 00:00:00+00:00,1,131.47,0.0,2.5,42.4,0.09,2.32,2.52,1.46
1445,5,289,2026-05-06 00:00:00+00:00,3,126.6,0.01,2.33,116.05,1.15,4.01,5.24,1.36
1446,1,290,2026-05-06 01:00:00+00:00,1,147.18,0.0,1.43,13.75,0.12,5.1,8.1,0.58
1447,2,290,2026-05-06 01:00:00+00:00,2,128.97,0.0,5.7,96.55,3.04,1.62,3.17,0.78
1448,3,290,2026-05-06 01:00:00+00:00,1,106.51,0.0,1.28,45.3,0.21,4.22,4.56,0.9
1449,4,290,2026-05-06 01:00:00+00:00,1,131.79,0.0,2.36,39.68,0.09,2.68,2.88,1.37
1450,5,290,2026-05-06 01:00:00+00:00,3,126.48,0.0,2.37,110.76,1.24,3.96,5.42,1.44
1451,1,291,2026-05-06 02:00:00+00:00,1,143.35,0.0,1.34,13.42,0.11,4.86,7.56,0.48
1452,2,291,2026-05-06 02:00:00+00:00,2,130.28,0.0,5.81,95.99,3.15,1.96,3.54,0.79
1453,3,291,2026-05-06 02:00:00+00:00,1,105.95,0.0,1.29,40.66,0.18,4.19,4.52,0.75
1454,4,291,2026-05-06 02:00:00+00:00,1,132.31,0.0,2.33,36.95,0.09,2.99,3.19,1.3
1455,5,291,2026-05-06 02:00:00+00:00,3,127.74,0.0,2.41,107.06,1.33,3.9,5.65,1.53
1456,1,292,2026-05-06 03:00:00+00:00,1,141.54,0.01,1.3,13.18,0.1,4.72,7.21,0.41
1457,2,292,2026-05-06 03:00:00+00:00,2,131.23,0.0,5.97,94.16,3.34,2.63,4.37,0.82
1458,3,292,2026-05-06 03:00:00+00:00,1,107.28,0.04,1.61,35.39,0.2,4.19,4.53,0.71
1459,4,292,2026-05-06 03:00:00+00:00,1,133.2,0.0,2.38,35.21,0.1,3.4,3.59,1.33
1460,5,292,2026-05-06 03:00:00+00:00,3,128.65,0.0,2.41,103.96,1.35,3.76,5.77,1.6
1461,1,293,2026-05-06 04:00:00+00:00,1,143.59,0.05,1.27,13.26,0.13,4.67,7.41,0.42
1462,2,293,2026-05-06 04:00:00+00:00,2,131.18,0.0,6.07,90.51,3.45,3.53,5.48,0.83
1463,3,293,2026-05-06 04:00:00+00:00,1,110.77,0.35,1.97,30.58,0.26,4.17,4.54,0.8
1464,4,293,2026-05-06 04:00:00+00:00,1,134.2,0.0,2.51,35.11,0.12,3.8,3.98,1.31
1465,5,293,2026-05-06 04:00:00+00:00,3,127.45,0.0,2.25,100.85,1.3,3.55,5.79,1.64
1466,1,294,2026-05-06 05:00:00+00:00,1,147.2,0.31,0.91,15.01,0.18,4.76,8.11,0.54
1467,2,294,2026-05-06 05:00:00+00:00,2,131.06,0.0,6.23,85.59,3.54,4.23,6.55,0.84
1468,3,294,2026-05-06 05:00:00+00:00,1,113.41,0.81,1.9,28.23,0.32,4.16,4.55,1.07
1469,4,294,2026-05-06 05:00:00+00:00,1,136.23,0.0,2.89,36.73,0.15,4.65,4.81,1.21
1470,5,294,2026-05-06 05:00:00+00:00,2,126.63,0.0,2.01,99.89,1.22,3.45,5.93,1.65
1471,1,295,2026-05-06 06:00:00+00:00,1,148.38,0.29,0.65,20.64,0.22,5.38,9.04,0.8
1472,2,295,2026-05-06 06:00:00+00:00,2,131.13,0.01,6.53,80.9,3.65,4.38,7.13,0.84
1473,3,295,2026-05-06 06:00:00+00:00,1,113.52,0.97,1.67,29.15,0.36,4.2,4.61,1.35
1474,4,295,2026-05-06 06:00:00+00:00,1,138.63,0.01,3.47,39.4,0.19,5.53,5.71,1.14
1475,5,295,2026-05-06 06:00:00+00:00,2,125.54,0.0,1.78,100.0,1.16,3.4,6.14,1.62
1476,1,296,2026-05-06 07:00:00+00:00,1,95.56,0.09,0.22,33.28,0.21,2.75,4.48,0.58
1477,2,296,2026-05-06 07:00:00+00:00,2,131.43,0.09,7.09,77.21,3.75,3.82,6.91,0.92
1478,3,296,2026-05-06 07:00:00+00:00,1,113.48,0.39,1.15,56.91,0.77,4.55,5.09,1.8
1479,4,296,2026-05-06 07:00:00+00:00,1,141.41,0.05,3.91,44.24,0.24,6.21,6.38,0.98
1480,5,296,2026-05-06 07:00:00+00:00,2,122.86,0.0,1.59,99.54,1.11,3.35,6.32,1.54
1481,1,297,2026-05-06 08:00:00+00:00,1,87.85,0.05,0.14,35.94,0.19,2.66,4.12,0.5
1482,2,297,2026-05-06 08:00:00+00:00,2,132.44,0.31,7.65,75.49,3.98,3.42,6.68,0.96
1483,3,297,2026-05-06 08:00:00+00:00,2,112.34,0.27,0.87,64.32,0.92,4.85,5.42,1.86
1484,4,297,2026-05-06 08:00:00+00:00,1,142.93,0.15,4.26,47.43,0.27,6.82,7.01,0.9
1485,5,297,2026-05-06 08:00:00+00:00,2,121.76,0.0,1.47,99.97,1.11,3.36,6.63,1.48
1486,1,298,2026-05-06 09:00:00+00:00,1,83.28,0.04,0.11,36.68,0.18,2.62,3.93,0.45
1487,2,298,2026-05-06 09:00:00+00:00,2,134.11,0.73,8.16,74.82,4.33,3.27,6.55,1.01
1488,3,298,2026-05-06 09:00:00+00:00,2,111.55,0.22,0.74,66.86,0.95,5.22,5.79,1.84
1489,4,298,2026-05-06 09:00:00+00:00,1,144.63,0.33,4.56,50.04,0.31,7.34,7.54,0.9
1490,5,298,2026-05-06 09:00:00+00:00,3,120.74,0.0,1.43,100.33,1.14,3.42,7.04,1.43
1491,1,299,2026-05-06 10:00:00+00:00,1,75.62,0.03,0.09,40.39,0.15,2.08,3.06,0.34
1492,2,299,2026-05-06 10:00:00+00:00,2,135.36,1.53,9.1,74.23,5.11,3.3,6.61,1.06
1493,3,299,2026-05-06 10:00:00+00:00,2,113.96,0.13,0.6,90.74,1.08,5.54,6.08,2.61
1494,4,299,2026-05-06 10:00:00+00:00,1,145.82,0.63,4.68,53.15,0.35,7.45,7.7,0.99
1495,5,299,2026-05-06 10:00:00+00:00,2,119.92,0.0,1.5,99.54,1.22,3.48,7.16,1.37
1496,1,300,2026-05-06 11:00:00+00:00,1,72.79,0.03,0.08,42.22,0.14,1.95,2.79,0.31
1497,2,300,2026-05-06 11:00:00+00:00,2,136.02,2.12,10.33,74.61,6.02,3.42,6.64,1.07
1498,3,300,2026-05-06 11:00:00+00:00,3,114.6,0.11,0.61,100.69,0.99,5.5,6.01,3.03
1499,4,300,2026-05-06 11:00:00+00:00,1,147.04,0.72,4.98,57.37,0.4,7.12,7.43,1.18
1500,5,300,2026-05-06 11:00:00+00:00,2,120.73,0.0,1.92,98.54,1.3,3.49,7.07,1.34
1501,1,301,2026-05-06 12:00:00+00:00,1,71.83,0.03,0.09,42.5,0.14,1.95,2.76,0.3
1502,2,301,2026-05-06 12:00:00+00:00,2,135.84,2.51,11.0,76.74,6.94,3.78,6.77,1.07
1503,3,301,2026-05-06 12:00:00+00:00,3,115.33,0.11,0.72,102.95,0.92,5.46,5.95,3.13
1504,4,301,2026-05-06 12:00:00+00:00,2,146.43,0.71,4.96,63.07,0.42,6.61,6.95,1.34
1505,5,301,2026-05-06 12:00:00+00:00,2,123.43,0.04,2.67,97.3,1.39,3.53,7.12,1.33
1506,1,302,2026-05-06 13:00:00+00:00,1,78.61,0.06,0.23,39.46,0.16,2.31,3.43,0.48
1507,2,302,2026-05-06 13:00:00+00:00,2,136.0,2.71,11.68,79.95,7.97,4.43,7.17,1.04
1508,3,302,2026-05-06 13:00:00+00:00,2,118.86,0.18,1.29,95.38,0.85,5.51,5.98,3.02
1509,4,302,2026-05-06 13:00:00+00:00,2,141.43,0.46,3.93,75.53,0.38,4.43,4.76,1.53
1510,5,302,2026-05-06 13:00:00+00:00,2,125.2,0.1,3.08,96.82,1.49,3.55,6.94,1.25
1511,1,303,2026-05-06 14:00:00+00:00,1,91.44,0.07,0.56,34.75,0.19,2.96,4.66,0.74
1512,2,303,2026-05-06 14:00:00+00:00,2,135.09,2.85,12.23,83.58,8.8,4.98,7.47,0.97
1513,3,303,2026-05-06 14:00:00+00:00,2,124.94,0.28,2.19,81.98,0.8,5.63,6.12,2.84
1514,4,303,2026-05-06 14:00:00+00:00,2,135.32,0.28,2.92,84.89,0.35,2.71,3.05,1.67
1515,5,303,2026-05-06 14:00:00+00:00,2,124.58,0.18,2.82,97.85,1.54,3.56,6.67,1.1
1516,1,304,2026-05-06 15:00:00+00:00,1,105.56,0.01,1.04,30.57,0.22,3.64,5.94,0.94
1517,2,304,2026-05-06 15:00:00+00:00,2,134.38,3.05,12.93,86.72,9.74,5.44,7.76,0.92
1518,3,304,2026-05-06 15:00:00+00:00,2,128.69,0.27,2.81,71.02,0.77,5.72,6.24,2.75
1519,4,304,2026-05-06 15:00:00+00:00,2,131.32,0.19,2.42,88.52,0.35,1.72,2.09,1.81
1520,5,304,2026-05-06 15:00:00+00:00,3,123.7,0.23,2.29,100.11,1.53,3.67,6.42,0.95
1521,1,305,2026-05-06 16:00:00+00:00,1,123.11,0.0,1.42,25.93,0.25,4.47,7.67,1.08
1522,2,305,2026-05-06 16:00:00+00:00,2,133.94,3.04,14.79,87.48,10.76,5.7,7.9,0.91
1523,3,305,2026-05-06 16:00:00+00:00,2,129.8,0.17,3.19,61.94,0.7,5.79,6.34,2.55
1524,4,305,2026-05-06 16:00:00+00:00,2,128.58,0.15,2.09,90.7,0.35,1.52,1.93,1.9
1525,5,305,2026-05-06 16:00:00+00:00,3,124.3,0.21,1.73,103.93,1.33,3.82,5.78,0.77
1526,1,306,2026-05-06 17:00:00+00:00,1,146.52,0.0,1.8,21.72,0.28,5.62,10.01,1.13
1527,2,306,2026-05-06 17:00:00+00:00,2,133.68,2.39,18.18,84.48,11.29,5.27,7.39,0.98
1528,3,306,2026-05-06 17:00:00+00:00,1,129.58,0.03,3.29,56.59,0.6,5.89,6.45,1.96
1529,4,306,2026-05-06 17:00:00+00:00,2,125.9,0.12,2.11,89.17,0.36,1.45,1.93,2.18
1530,5,306,2026-05-06 17:00:00+00:00,3,124.93,0.18,1.48,104.1,1.03,3.67,4.62,0.55
1531,1,307,2026-05-06 18:00:00+00:00,1,168.19,0.0,2.06,18.52,0.29,6.79,12.18,1.08
1532,2,307,2026-05-06 18:00:00+00:00,2,133.69,1.22,21.7,80.53,11.31,4.8,6.9,1.05
1533,3,307,2026-05-06 18:00:00+00:00,1,128.55,0.0,3.15,54.98,0.52,5.95,6.51,1.33
1534,4,307,2026-05-06 18:00:00+00:00,2,124.3,0.08,2.17,87.03,0.37,1.42,1.97,2.48
1535,5,307,2026-05-06 18:00:00+00:00,3,125.47,0.16,1.38,102.51,0.82,3.39,3.79,0.4
1536,1,308,2026-05-06 19:00:00+00:00,1,183.45,0.01,2.22,16.02,0.31,7.7,13.56,1.11
1537,2,308,2026-05-06 19:00:00+00:00,2,133.85,0.28,23.16,77.65,10.96,4.44,6.51,1.11
1538,3,308,2026-05-06 19:00:00+00:00,1,125.91,0.0,3.0,54.38,0.46,5.81,6.36,0.92
1539,4,308,2026-05-06 19:00:00+00:00,2,123.86,0.02,2.42,82.0,0.35,1.44,2.07,2.89
1540,5,308,2026-05-06 19:00:00+00:00,3,126.85,0.13,1.45,100.45,0.76,3.26,3.49,0.37
1541,1,309,2026-05-06 20:00:00+00:00,1,192.43,0.01,2.3,14.57,0.3,8.23,14.02,1.12
1542,2,309,2026-05-06 20:00:00+00:00,2,133.76,0.01,22.34,74.71,10.65,4.3,6.28,1.16
1543,3,309,2026-05-06 20:00:00+00:00,1,124.69,0.0,2.92,53.4,0.41,5.72,6.27,0.85
1544,4,309,2026-05-06 20:00:00+00:00,2,124.65,0.0,2.71,74.51,0.31,1.54,2.27,3.0
1545,5,309,2026-05-06 20:00:00+00:00,2,128.01,0.12,1.68,97.68,0.83,3.22,3.45,0.42
1546,1,310,2026-05-06 21:00:00+00:00,1,189.34,0.01,2.21,13.78,0.25,8.13,13.2,1.04
1547,2,310,2026-05-06 21:00:00+00:00,2,133.4,0.0,21.08,72.57,10.45,4.48,6.29,1.19
1548,3,310,2026-05-06 21:00:00+00:00,1,123.11,0.0,2.81,51.5,0.38,5.67,6.24,0.84
1549,4,310,2026-05-06 21:00:00+00:00,2,125.35,0.0,2.96,67.67,0.27,1.64,2.47,2.6
1550,5,310,2026-05-06 21:00:00+00:00,2,130.21,0.11,2.13,95.38,0.97,3.21,3.51,0.53
1551,1,311,2026-05-06 22:00:00+00:00,1,181.14,0.01,2.04,13.36,0.2,7.71,11.9,0.97
1552,2,311,2026-05-06 22:00:00+00:00,2,132.45,0.0,17.67,77.46,9.08,4.35,5.88,1.06
1553,3,311,2026-05-06 22:00:00+00:00,1,120.16,0.0,2.69,48.55,0.38,5.58,6.18,0.81
1554,4,311,2026-05-06 22:00:00+00:00,2,123.68,0.0,3.04,60.18,0.21,1.71,2.6,2.04
1555,5,311,2026-05-06 22:00:00+00:00,2,133.87,0.08,2.69,94.04,1.11,3.16,3.65,0.68
1556,1,312,2026-05-06 23:00:00+00:00,1,174.2,0.0,1.87,13.12,0.17,7.29,10.66,0.85
1557,2,312,2026-05-06 23:00:00+00:00,2,132.11,0.0,15.63,79.93,8.0,3.98,5.36,0.9
1558,3,312,2026-05-06 23:00:00+00:00,1,117.99,0.0,2.59,44.81,0.36,5.48,6.08,0.72
1559,4,312,2026-05-06 23:00:00+00:00,1,123.04,0.0,2.94,53.32,0.16,1.79,2.73,1.65
1560,5,312,2026-05-06 23:00:00+00:00,2,134.43,0.03,3.04,90.85,1.2,2.9,3.62,0.82
1561,1,313,2026-05-07 00:00:00+00:00,1,165.02,0.0,1.67,13.37,0.13,6.66,9.31,0.59
1562,2,313,2026-05-07 00:00:00+00:00,2,131.4,0.0,12.41,84.23,6.4,3.59,4.83,0.69
1563,3,313,2026-05-07 00:00:00+00:00,1,115.63,0.0,2.42,41.21,0.32,5.26,5.84,0.64
1564,4,313,2026-05-07 00:00:00+00:00,1,122.58,0.0,2.73,47.97,0.14,1.89,2.87,1.47
1565,5,313,2026-05-07 00:00:00+00:00,2,134.1,0.0,3.1,86.77,1.21,2.56,3.39,0.93
1566,1,314,2026-05-07 01:00:00+00:00,1,151.66,0.0,1.42,14.5,0.09,5.86,8.03,0.32
1567,2,314,2026-05-07 01:00:00+00:00,2,128.98,0.0,6.93,92.99,4.04,2.68,3.78,0.6
1568,3,314,2026-05-07 01:00:00+00:00,1,112.06,0.0,2.14,38.78,0.27,4.9,5.43,0.59
1569,4,314,2026-05-07 01:00:00+00:00,1,120.64,0.0,2.51,42.52,0.12,1.96,2.98,1.44
1570,5,314,2026-05-07 01:00:00+00:00,2,135.09,0.0,3.07,82.66,1.19,2.35,3.19,1.01
1571,1,315,2026-05-07 02:00:00+00:00,1,144.37,0.0,1.28,14.99,0.08,5.47,7.52,0.29
1572,2,315,2026-05-07 02:00:00+00:00,2,128.66,0.0,6.05,93.43,3.6,2.44,3.49,0.56
1573,3,315,2026-05-07 02:00:00+00:00,1,109.89,0.0,1.91,37.43,0.25,4.57,5.05,0.64
1574,4,315,2026-05-07 02:00:00+00:00,1,119.83,0.0,2.39,37.37,0.1,2.05,3.11,1.53
1575,5,315,2026-05-07 02:00:00+00:00,2,136.5,0.0,3.12,78.17,1.18,2.35,3.23,1.08
1576,1,316,2026-05-07 03:00:00+00:00,1,140.13,0.0,1.22,15.76,0.08,5.23,7.35,0.37
1577,2,316,2026-05-07 03:00:00+00:00,2,128.52,0.0,5.82,92.75,3.48,2.34,3.36,0.53
1578,3,316,2026-05-07 03:00:00+00:00,1,110.15,0.04,1.93,36.89,0.28,4.34,4.79,0.77
1579,4,316,2026-05-07 03:00:00+00:00,1,119.02,0.0,2.36,32.93,0.09,2.17,3.25,1.68
1580,5,316,2026-05-07 03:00:00+00:00,2,138.27,0.0,3.21,73.64,1.19,2.44,3.36,1.08
1581,1,317,2026-05-07 04:00:00+00:00,1,138.84,0.05,1.2,17.04,0.13,5.0,7.67,0.57
1582,2,317,2026-05-07 04:00:00+00:00,2,128.21,0.0,5.64,92.31,3.4,2.27,3.27,0.52
1583,3,317,2026-05-07 04:00:00+00:00,1,112.96,0.3,2.01,37.44,0.37,4.22,4.68,1.0
1584,4,317,2026-05-07 04:00:00+00:00,1,117.83,0.0,2.46,29.08,0.1,2.29,3.38,1.75
1585,5,317,2026-05-07 04:00:00+00:00,2,137.47,0.0,3.38,63.84,1.18,2.5,3.25,0.79
1586,1,318,2026-05-07 05:00:00+00:00,1,141.12,0.28,0.89,20.19,0.17,4.89,8.23,0.75
1587,2,318,2026-05-07 05:00:00+00:00,2,127.99,0.0,5.24,92.99,3.25,2.24,3.21,0.5
1588,3,318,2026-05-07 05:00:00+00:00,1,115.79,0.59,1.93,40.94,0.49,4.3,4.77,1.31
1589,4,318,2026-05-07 05:00:00+00:00,1,119.15,0.01,3.12,25.67,0.12,2.45,3.6,1.69
1590,5,318,2026-05-07 05:00:00+00:00,1,136.84,0.0,3.35,51.52,0.9,2.53,3.04,0.47
1591,1,319,2026-05-07 06:00:00+00:00,1,138.47,0.26,0.64,27.59,0.2,4.98,8.54,0.87
1592,2,319,2026-05-07 06:00:00+00:00,2,127.77,0.08,5.14,94.64,3.07,2.14,3.07,0.5
1593,3,319,2026-05-07 06:00:00+00:00,1,118.2,0.56,1.69,51.3,0.7,4.84,5.32,1.54
1594,4,319,2026-05-07 06:00:00+00:00,1,121.5,0.47,3.73,23.1,0.15,2.75,3.98,1.65
1595,5,319,2026-05-07 06:00:00+00:00,1,134.77,0.0,3.03,40.64,0.63,2.46,2.84,0.38
1596,1,320,2026-05-07 07:00:00+00:00,1,76.97,0.05,0.15,49.12,0.13,1.23,2.48,0.34
1597,2,320,2026-05-07 07:00:00+00:00,2,127.18,0.33,4.55,97.01,2.87,1.89,2.8,0.51
1598,3,320,2026-05-07 07:00:00+00:00,2,128.29,0.25,1.14,86.51,1.42,6.83,7.34,1.83
1599,4,320,2026-05-07 07:00:00+00:00,1,123.07,1.61,3.21,22.01,0.18,2.88,4.18,1.62
1600,5,320,2026-05-07 07:00:00+00:00,1,133.98,0.0,2.86,33.51,0.47,2.4,2.71,0.36
1601,1,321,2026-05-07 08:00:00+00:00,1,71.23,0.03,0.1,50.2,0.13,1.02,2.09,0.33
